ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
CROSSHARBOR / LONE MOUNTAIN,25033601101150000,BIG SKY DEVCO LLC,4.97,Madison,120 W CATALDO AVE STE 100,,,SPOKANE,WA,99201-3211,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920414,0028800180,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 255A, ACRES 4.97, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033601101130000,TAYLOR JOHN J &,4.96,Madison,655 N HIGHWAY A1A,,,JUPITER,FL,33477-4579,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920413,0028800179,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 262A, ACRES 4.96, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301210000,BROWN MICHAEL &,4.93,Madison,11508 CANTERBURY CIR,,,LEAWOOD,KS,66211-2917,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921561,0029006207,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 96A, ACRES 4.93, PLAT 4/688AL",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401040000,VINITANA LLC,4.9,Madison,282 VINITA RD,,,RICHMOND,VA,23238-7216,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921564,0029006209,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 51A, ACRES 4.9, PLAT 4/476BA",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705301130000,TRUEGRIT REALTY LLC,4.88,Madison,50 SUMMER ST,,,MANCHESTER BY THE SEA,MA,01944-1518,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920383,0028800140,Improved Property,,ATTENBOROUGH NEALE,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S05, T07 S, R03 E, Lot 17, ACRES 4.88, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301160000,WILSON GALLATIN LLC,4.79,Madison,PO BOX 190517,,,SAN FRANCISCO,CA,94119-0517,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921556,0029006201,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 112, ACRES 4.79, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705201040000,TOUSSAINT JOHN &,4.74,Madison,3688 WILLOWICK RD,,,HOUSTON,TX,77019-1114,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920344,0028800105,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S05, T07 S, R03 E, Lot 35A, ACRES 4.74, PLAT 4/514BA & 4/669BE",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536404030000,BALK MARK D,4.72,Madison,3 NEWTON EXECUTIVE PARK STE 304,,,NEWTON,MA,02462-1433,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921565,0029006210,Improved Property,,CASTANEA PARTNERS,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S36, T06 S, R02 E, Lot 98, ACRES 4.72, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705301120000,BEACON MONTANA LLC &,4.72,Madison,300 S NORTHWEST HWY STE 209,,,PARK RIDGE,IL,60068-4257,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920385,0028800142,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S05, T07 S, R03 E, Lot 18, ACRES 4.72, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033602102250000,RMT LLC,4.66,Madison,PO BOX 350,,,WAPITI,WY,82450-0350,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919419,0028003032,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 332, ACRES 4.66, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033602103010000,SM YC LLC,4.65,Madison,140 E 45TH ST FL 28,,,NEW YORK,NY,10017-7159,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919408,0028003022,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 322, ACRES 4.65, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25033601101160000,MACDONALD BRIAN P REVOCABLE TRUST,4.45,Madison,54 CATHLOW DR,,,RIVERSIDE,CT,06878-2602,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920366,0028800125,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 190, ACRES 4.45, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401020000,EAGLIS YELLOWSTONE LLC,4.44,Madison,C/O BOWDITCH & DEWEY LLC,75 FEDERAL ST STE 1000,,BOSTON,MA,02110-1937,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921557,0029006203,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 53A, ACRES 4.44, PLAT 4/456",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25033705301140000,PIPER MICHAEL H &,4.43,Madison,9 SARGENT RD,,,MARBLEHEAD,MA,01945-3721,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920341,0028800102,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S05, T07 S, R03 E, Lot 14, ACRES 4.43, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101070000,43 ROAMING BEAR LLC,4.41,Madison,230 BEARS CLUB DR,,,JUPITER,FL,33477-4202,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920394,0028800151,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 43, ACRES 4.41, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033602102050000,ALTON FAMILY TRUST,4.31,Madison,225 CHESNUT ST,,,SAN FRANCISCO,CA,94133,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919410,0028003024,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 324, ACRES 4.31, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,10018931104010000,MOONLIGHT FARM LLC,4.21,Carbon,PO BOX 190,,,SALOME,AZ,85348-0190,owner-name keyword: MOONLIGHT; geography/name indicates unrelated owner or residential/common-area parcel,unrelated,False,2026,1456698,0033254011,Improved Property,,,"S31, T09 S, R22 E, LT 4 PLAT 1975 AM",,Moonlight Basin
CROSSHARBOR / LONE MOUNTAIN,25033602102290000,FOURNIER ALAN P TRUSTEE,4.19,Madison,535 SPRINGFIELD AVE STE 120,,,SUMMIT,NJ,07901-2631,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919398,0028003013,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 313, ACRES 4.19, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033601101060000,NJA PROPERTIES LLC,4.17,Madison,6301 NE WINDERMERE RD,,,SEATTLE,WA,98105-2053,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920384,0028800141,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 196, ACRES 4.17, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705201110000,96 ANDESITE RIDGE LLC,4.16,Madison,2299 4TH ST,,,BOULDER,CO,80302-4710,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920335,0028800000,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S05, T07 S, R03 E, Lot 30-A, ACRES 4.16, PLAT 4/747",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301170000,WILSON GALLATIN LLC,4.14,Madison,PO BOX 190517,,,SAN FRANCISCO,CA,94119-0517,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921605,0029006256,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 111, ACRES 4.14, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033601101070000,BANKERS FINANCIAL CORPORATION,4.11,Madison,PO BOX 15707,,,ST PETERSBURG,FL,33733-5707,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920368,0028800127,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 195, ACRES 4.11, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033601101040000,SASSO FELIX AUGUSTO & ELAN GABRIELLE TRUSTEES,4.1,Madison,429 SUN VLY,,,MABANK,TX,75147-2428,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920446,0028800216,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S01, T07 S, R02 E, Lot 199, ACRES 4.1, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042535404140000,YELLOW STONE UNIT TRUST,4.1,Madison,PO BOX R216,ROYAL EXCHANGE,SYDNEY NSW,,,,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1560875,0028000415,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S35, T06 S, R02 E, Lot 410B, ACRES 4.1, PLAT 4/686BA",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631103020000,DAVIDSON LIVING TRUST,4.08,Madison,1832 FLORIBUNDA AVE,,,HILLSBOROUGH,CA,94010-6422,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921578,0029006222,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 120, ACRES 4.08, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705201090000,145 ANDESITE RIDGE RD LLC,4.07,Madison,5237 RIVER RD # 356,,,BETHESDA,MD,20816-1415,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920351,0028800111,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S05, T07 S, R03 E, Lot 42, ACRES 4.07, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033601101080000,KMS FAMILY TRUST,4.05,Madison,7435 VALJEAN AVE,,,VAN NUYS,CA,91406,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920337,0028800099,Improved Property,,KIRKDOFFER NATALIE TRUSTEE,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S01, T07 S, R02 E, Lot 194, ACRES 4.05, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631103040000,STILLMAN MONTANA LLC,4.04,Madison,37 GLEN EAGLES DR,,,SAINT LOUIS,MO,63124-1653,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921569,0029006214,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 124, ACRES 4.04, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301200000,NORTHERN TRUST COMPANY THE,4.021,Madison,1301 2ND AVE STE 2600,,,SEATTLE,WA,98101-3811,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920673,0029000106,Vacant Land,,JONES CHRISTIE,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 204, ACRES 4.021, PLAT 4/541 OVERLOOK SUB",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,10018931104030000,MOONLIGHT FARM LLC,4.0,Carbon,PO BOX 190,,,SALOME,AZ,85348-0190,owner-name keyword: MOONLIGHT; geography/name indicates unrelated owner or residential/common-area parcel,unrelated,False,2026,1456697,0033254012,Vacant Land,,,"S31, T09 S, R22 E, LT 3 PLAT 1975 AM",,Moonlight Basin
CROSSHARBOR / LONE MOUNTAIN,25042536301050000,YC414 INVESTMENTS LLC,4.0,Madison,1 BATTERY PARK PLZ,C/O SEWARD & KISSEL ATTN DEBRA FRANZESE,,NEW YORK,NY,10004-1405,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919189,0028000414,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 414A, ACRES 4, PLAT 4/609-BA",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536204010000,ZIMMERMAN JORDAN B,4.0,Madison,720 PELICAN POINT CV,,,BOCA RATON,FL,33431-5226,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919215,0028000438,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 438-B, ACRES 4, PLAT 4/650",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033602102230000,SLAMOWITZ GREG TRUSTEE &,3.96,Madison,PO BOX 161000,,,BIG SKY,MT,59716,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919420,0028003033,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 333, ACRES 3.96, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301060000,BLAKE JEFFERY IRVING & CAROL RENZ,3.9,Madison,2216 SOUTH SHORE DR,,,ERIE,PA,16505-2144,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921581,0029006225,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 133, ACRES 3.9, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705201070000,INCHES ROBERT P & JILL M,3.832,Madison,PO BOX 415,,,MATTAPOISETT,MA,02739-0415,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920391,0028800149,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S05, T07 S, R03 E, Lot 38A, ACRES 3.832, PLAT 4/439BA",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301150000,LITOWITZ FAMILY LLC,3.83,Madison,%ACCOUNTING,1001 GREEN BAY RD #317,,WINNETKA,IL,60093,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921594,0029006236,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 114, ACRES 3.83, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033705201010000,LIZOTTE JONATHAN & STEPHANIE,3.82,Madison,191 ISLAND ESTATES PKWY,,,PALM COAST,FL,32137-2206,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920342,0028800103,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S05, T07 S, R03 E, Lot 24, ACRES 3.82, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101050000,YELLOW MOON LLC &,3.82,Madison,3450 SACRAMENTO ST # 800,,,SAN FRANCISCO,CA,94118-1914,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920443,0028800212,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 164, ACRES 3.82, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401420000,LONE MOUNTAIN PARTNERS LLC,3.76,Madison,1255 N OCEAN BLVD,,,GULF STREAM,FL,33483-7231,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921573,0029006217,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 117, ACRES 3.76, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033602301050000,BBB ASSETS LLC,3.75,Madison,150 LIMELIGHT WAY,,,OROVILLE,CA,95966-9282,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919397,0028003012,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3, S02, T07 S, R02 E, Lot 312, ACRES 3.75, PLAT 4/499",YELLOWSTONE MOUNTAIN CLUB PHASE 3,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536204070000,GROPIUS LLC,3.75,Madison,10 GRACIE SQUARE 1C,,,NEW YORK,NY,10028,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919218,0028000441,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 440A, ACRES 3.75, PLAT 4/693",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631103030000,MOTT DAVID M & ALICE M,3.73,Madison,7205 MEADOW LN,,,CHEVY CHASE,MD,20815-5011,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921580,0029006224,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 122, ACRES 3.73, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
